Gene,log2FoldChange,pvalue,B.C_1,B.C_2
LOC_Os02g04750,8.079935207,2.20E-11,0,0
LOC_Os01g10320,4.23108936,3.67E-08,0,2.558710826
LOC_Os02g04760,7.005147234,5.89E-08,0,0.852903609
LOC_Os09g06560,6.237690087,3.24E-07,0,0.852903609
LOC_Os07g12590,6.326600417,3.40E-07,0,0
LOC_Os06g46480,4.044843452,4.89E-07,0,3.411614434
LOC_Os12g28100,6.514404511,7.46E-07,0,0
LOC_Os04g56120,6.476095906,9.18E-07,0,0
LOC_Os08g06170,6.348106447,1.77E-06,0,0
LOC_Os02g21750,3.544301115,1.78E-06,0,3.411614434
LOC_Os07g33440,6.477386612,1.92E-06,0,0
LOC_Os09g29690,4.926199997,1.97E-06,0,1.705807217
LOC_Os03g63350,6.025244372,3.63E-06,0,0
LOC_Os05g50770,6.334623626,3.94E-06,0,0
LOC_Os09g28690,5.690172855,6.38E-06,0,0
LOC_Os03g05900,4.192057974,7.63E-06,0,1.705807217
LOC_Os06g35940,2.877920954,8.35E-06,0,5.117421651
LOC_Os11g45400,5.518661706,1.24E-05,0,0
LOC_Os04g51820,6.079189688,1.48E-05,0,0
LOC_Os01g12640,5.509885512,1.74E-05,0,0
LOC_Os08g24720,5.82568514,2.18E-05,0,0
LOC_Os11g43350,5.503036787,2.22E-05,0,0
LOC_Os04g10100,5.938942291,2.31E-05,0,0
LOC_Os09g07730,5.441598075,2.57E-05,0,0
LOC_Os08g17990,3.460620369,2.62E-05,0,2.558710826
LOC_Os07g34870,5.346021015,2.72E-05,0,0
LOC_Os01g56870,5.679707722,2.76E-05,0,0
LOC_Os06g24530,6.419472462,2.91E-05,0,0.852903609
LOC_Os02g57840,3.507609167,3.28E-05,0,2.558710826
LOC_Os01g31660,5.844725064,3.37E-05,0,0
LOC_Os01g52140,5.602105009,5.65E-05,0,0
LOC_Os07g15930,5.207261435,5.91E-05,0,0
LOC_Os02g58214,3.762912608,6.65E-05,0,1.705807217
LOC_Os09g28580,3.597451173,7.06E-05,0,1.705807217
LOC_Os01g67820,3.686825958,8.03E-05,0,2.558710826
LOC_Os11g32650,4.801918587,9.79E-05,0,0
LOC_Os11g31020,5.418533375,0.000100811,0,0
LOC_Os05g01444,5.139779548,0.000101704,0,0
LOC_Os02g57850,2.687284421,0.00010358,0,5.117421651
LOC_Os11g40840,5.124182031,0.000108751,0,0
LOC_Os08g04350,5.013301262,0.000109846,0,0
LOC_Os04g30010,4.925477501,0.000111502,0,0.852903609
LOC_Os06g44410,3.309260566,0.000111669,0,2.558710826
LOC_Os07g48980,5.231820263,0.000118587,0,0
LOC_Os04g06900,2.68384048,0.000128918,0,5.117421651
LOC_Os01g44120,5.124099879,0.000129618,0,0
LOC_Os03g10300,5.351304908,0.000147557,0,0
LOC_Os03g18880,3.618057335,0.000152339,0,1.705807217
LOC_Os08g01260,5.014999443,0.000154285,0,0
LOC_Os05g50815,2.683940385,0.000168793,0,4.264518043
LOC_Os01g34450,5.133309687,0.000169928,0,0
LOC_Os06g20920,3.203239799,0.000171381,0,2.558710826
LOC_Os11g12300,5.638060355,0.000173711,0,0
LOC_Os11g06240,4.994735629,0.000205077,0,0
LOC_Os09g34290,4.027746049,0.000227242,0,1.705807217
LOC_Os02g41910,5.016994204,0.000250504,0,0
LOC_Os02g50220,4.801827895,0.000259123,0,0
LOC_Os11g38850,4.811301056,0.000266965,0,0
LOC_Os12g42680,4.729633165,0.000275145,0,0.852903609
LOC_Os06g47910,3.649209075,0.000277316,0,3.411614434
LOC_Os08g30900,3.478533252,0.000278787,0,1.705807217
LOC_Os04g12970,5.116739942,0.000293671,0,0
LOC_Os12g10390,4.816754259,0.000294087,0,0
LOC_Os01g66840,2.903323428,0.000342674,0,5.97032526
LOC_Os07g04110,5.256604597,0.000365098,0,0
LOC_Os05g35050,5.022981992,0.000380146,0,0
LOC_Os04g21860,5.018707113,0.000421617,0,0
LOC_Os12g01900,3.640301168,0.000425444,0,1.705807217
LOC_Os09g38100,4.836974347,0.000450723,0,0
LOC_Os08g34400,4.590309735,0.000456837,0,1.705807217
LOC_Os07g37210,3.196386322,0.000505277,0,1.705807217
LOC_Os01g65700,5.019288648,0.000518324,0,0
LOC_Os04g31880,4.674836094,0.000536031,0,0.852903609
LOC_Os08g06620,5.177434251,0.000554621,0,0
LOC_Os07g46920,4.799858891,0.000563542,0,0
LOC_Os01g25010,4.30081883,0.000570214,0,0.852903609
LOC_Os07g22910,2.763030209,0.000613091,0,5.117421651
LOC_Os02g58170,2.843336947,0.000614145,0,4.264518043
LOC_Os12g03670,4.651202041,0.000617841,0,0
LOC_Os08g39410,5.454530425,0.000690237,0,0
LOC_Os09g37834,4.553170273,0.000696865,0,0.852903609
LOC_Os05g17420,4.628031653,0.00071549,0,0.852903609
LOC_Os04g37530,3.235345046,0.000744789,0,1.705807217
LOC_Os09g15700,4.908208241,0.000759595,0,0
LOC_Os05g45970,5.5935601,0.000820831,0,0
LOC_Os03g19780,4.582322168,0.000827266,0,0
LOC_Os01g12790,4.73978733,0.000845293,0,0
LOC_Os01g45700,4.651479634,0.000858533,0,0
LOC_Os05g46150,4.651479634,0.000858533,0,0
LOC_Os04g29960,2.86226635,0.000895932,0,2.558710826
LOC_Os12g13530,3.172663731,0.000924214,0,1.705807217
LOC_Os05g17370,4.774667963,0.000927656,0,0
LOC_Os05g33410,5.02071451,0.00093404,0,0
LOC_Os11g40810,3.382545582,0.000968492,0,1.705807217
LOC_Os08g08550,4.816965339,0.000994942,0,0.852903609
LOC_Os11g43760,3.561861008,0.001011882,0,1.705807217
LOC_Os06g09530,4.583693734,0.001051229,0,0
LOC_Os03g46930,5.015441116,0.001062406,0,0
LOC_Os02g15860,4.757808818,0.001112323,0,0
LOC_Os05g33130,4.786113967,0.001128866,0,0
LOC_Os04g54650,5.350184276,0.001181046,0,0
LOC_Os09g25290,4.277251956,0.001233555,0,0
LOC_Os10g07998,4.611613899,0.001297933,0,0
LOC_Os08g43700,4.904859266,0.001467509,0,0
LOC_Os01g13390,2.172573561,0.001475282,0,5.97032526
LOC_Os02g12380,4.772667807,0.001510031,0,0
LOC_Os08g36920,4.066274839,0.001599611,0,0
LOC_Os05g49480,4.370133242,0.001691075,0,0
LOC_Os10g02100,2.649696059,0.00170752,0,3.411614434
LOC_Os08g44500,4.725405247,0.001795632,0,0.852903609
LOC_Os02g51550,3.0007741,0.001819477,0,1.705807217
LOC_Os01g62860,2.72024924,0.001846915,0,2.558710826
LOC_Os09g30230,4.439360513,0.001954731,0,0
LOC_Os05g40060,4.36860098,0.001986351,0,0
LOC_Os05g46050,4.586777233,0.002020588,0,0
LOC_Os02g31860,2.289370963,0.002106458,0,11.94065052
LOC_Os02g40450,3.220047261,0.00224336,0,7.676132477
LOC_Os07g10495,5.384413596,0.002317874,0,0
LOC_Os10g01450,4.771255686,0.002325692,0,0
LOC_Os09g25810,2.221698382,0.00250265,0,4.264518043
LOC_Os11g27060,4.652426429,0.002542216,0,0
LOC_Os07g37820,4.065918836,0.002647522,0,0
LOC_Os05g25740,4.51625976,0.002660156,0,0
LOC_Os05g08010,4.065941043,0.002940916,0,0
LOC_Os07g01100,4.065941043,0.002940916,0,0
LOC_Os01g12660,4.065945091,0.002989362,0,0
LOC_Os01g71700,4.129977165,0.003008535,0,0
LOC_Os10g36626,4.588313505,0.003030608,0,0
LOC_Os10g28870,4.65256771,0.003032941,0,0
LOC_Os07g01230,2.907623529,0.003059684,0,1.705807217
LOC_Os05g38690,4.652576509,0.003067158,0,0
LOC_Os11g29980,3.170102331,0.003178951,0,1.705807217
LOC_Os05g20510,4.57268961,0.003226046,0,0
LOC_Os04g19750,4.06598033,0.003249756,0,0
LOC_Os02g10950,2.999352,0.003339502,0,3.411614434
LOC_Os08g30520,3.161593661,0.003368142,0,1.705807217
LOC_Os09g25340,5.70558946,0.003377938,0,0
LOC_Os06g11100,3.851183002,0.003402683,0,0.852903609
LOC_Os10g08180,3.74268674,0.003469432,0,1.705807217
LOC_Os01g28840,2.833185589,0.003558691,0,1.705807217
LOC_Os04g46400,4.588923012,0.003627719,0,0
LOC_Os07g05174,4.066053798,0.003706257,0,0
LOC_Os11g38210,4.646943907,0.003706784,0,0
LOC_Os10g34020,2.795288226,0.003725163,0,1.705807217
LOC_Os04g41640,4.066080525,0.003859918,0,0
LOC_Os09g13650,4.28335314,0.003985054,0,0
LOC_Os03g08610,4.066112823,0.004046951,0,0
LOC_Os10g17040,4.607370727,0.004254953,0,0
LOC_Os03g23220,5.233300507,0.004300453,0,0
LOC_Os02g56520,4.525543135,0.004506644,0,0
LOC_Os03g26100,4.123499689,0.004567352,0,0.852903609
LOC_Os07g01640,4.504137137,0.00460461,0,0
LOC_Os01g57770,2.071600014,0.004624936,0,5.117421651
LOC_Os10g21060,5.019945049,0.004636402,0,0
LOC_Os01g65510,4.066223099,0.004658966,0,0
LOC_Os03g42280,2.193796743,0.004701513,0,3.411614434
LOC_Os02g06960,4.066239624,0.004748786,0,0
LOC_Os07g43540,4.849024709,0.00508475,0,0
LOC_Os04g27890,4.652950895,0.005114272,0,0
LOC_Os01g01290,-4.375419066,0.005149327,0,5.117421651
LOC_Os06g01972,4.703065315,0.005250235,0,0
LOC_Os09g13060,5.235060497,0.005255246,0,0
LOC_Os05g38984,3.889125362,0.005359316,0,0
LOC_Os09g29820,5.420825242,0.005449787,0,0
LOC_Os01g57082,3.367186954,0.005494698,0,2.558710826
LOC_Os08g44180,3.212095665,0.005673758,0,6.823228868
LOC_Os01g41510,2.999522468,0.006191909,0,1.705807217
LOC_Os05g15560,3.858182963,0.006364657,0,0.852903609
LOC_Os10g40280,4.066581324,0.0068579,0,0
LOC_Os06g04810,3.62751439,0.007221589,0,0
LOC_Os03g57510,4.281196625,0.007241311,0,0
LOC_Os04g30540,3.505439032,0.007262566,0,0.852903609
LOC_Os12g39610,4.375803698,0.007351261,0,0
LOC_Os07g12710,4.283162602,0.007368103,0,0
LOC_Os11g07010,3.219753287,0.007407671,0,1.705807217
LOC_Os04g42120,5.168962174,0.007706003,0,0
LOC_Os01g74570,4.120411041,0.007722004,0,0
LOC_Os08g36760,3.629084293,0.007762209,0,0.852903609
LOC_Os08g42750,2.708231818,0.00807997,0,1.705807217
LOC_Os08g37640,3.714501461,0.008229282,0,0
LOC_Os04g46950,3.622109343,0.008345568,0,0
LOC_Os08g13440,2.654210271,0.008419539,0,1.705807217
LOC_Os04g45850,5.179246136,0.008555193,0,0
LOC_Os02g26160,3.697374418,0.008599391,0,0
LOC_Os02g14710,5.355936529,0.008724119,0,0
LOC_Os04g44490,3.694994333,0.008804465,0,0.852903609
LOC_Os01g22570,4.066844278,0.008903357,0,0
LOC_Os01g14926,4.262488582,0.008958974,0,0
LOC_Os05g05080,4.262488582,0.008958974,0,0
LOC_Os01g08500,5.2899014,0.009119227,0,0
LOC_Os09g26920,-3.635765638,0.00919033,0,3.411614434
LOC_Os06g40480,5.940207713,0.009611216,0,0
LOC_Os03g53400,2.359513715,0.009672013,0,2.558710826
LOC_Os03g59770,3.86797811,0.010091057,0,0
LOC_Os02g47130,2.420872821,0.010499983,0,3.411614434
LOC_Os05g27570,4.653425045,0.010525002,0,0
LOC_Os07g24230,1.965274622,0.010545659,0,3.411614434
ChrSy.fgenesh.gene.22,3.719755731,0.010551335,0,0
LOC_Os08g09800,4.668347422,0.010592929,0,0
LOC_Os06g29760,3.894795237,0.010679102,0,0
LOC_Os02g35000,3.038482945,0.010918443,0,1.705807217
LOC_Os11g07360,2.284604388,0.010989417,0,3.411614434
LOC_Os04g51840,5.052200108,0.011151564,0,0
LOC_Os04g52810,3.884229283,0.011264032,0,0
LOC_Os06g14670,-3.687851051,0.011750958,0,3.411614434
LOC_Os09g27300,3.6104557,0.011769037,0,0
LOC_Os11g05170,4.067130717,0.011782915,0,0
LOC_Os12g17950,4.067130717,0.011782915,0,0
LOC_Os05g17700,4.158538243,0.011878186,0,0
LOC_Os03g17810,3.721559958,0.011896765,0,0
LOC_Os06g40320,2.930550128,0.011991113,0,1.705807217
LOC_Os06g41970,5.123419413,0.012289087,0,0
LOC_Os12g14250,5.082004,0.012300468,0,0
LOC_Os03g54930,2.367835406,0.012403317,0,3.411614434
LOC_Os01g17330,3.983602366,0.012550725,0,0.852903609
LOC_Os06g48290,4.175251826,0.012642647,0,0
LOC_Os06g29910,3.940890256,0.012879036,0,1.705807217
LOC_Os06g05730,3.901653604,0.012926426,0,0
LOC_Os04g12460,4.711851886,0.012962625,0,0
LOC_Os04g05300,3.606660582,0.013303422,0,0
LOC_Os01g46350,2.30180336,0.013437128,0,1.705807217
LOC_Os03g02040,-3.710054911,0.013466664,0,3.411614434
LOC_Os03g58670,2.972581457,0.01351581,0,1.705807217
LOC_Os08g40800,3.950864473,0.014161635,0,0.852903609
LOC_Os01g19330,4.067318671,0.014163738,0,0
LOC_Os01g60940,4.067318671,0.014163738,0,0
LOC_Os07g22510,4.067318671,0.014163738,0,0
LOC_Os11g35490,4.067328998,0.014309926,0,0
LOC_Os11g47600,4.067328998,0.014309926,0,0
LOC_Os12g35130,4.067328998,0.014309926,0,0
LOC_Os08g16610,2.814945345,0.014543316,0,1.705807217
LOC_Os06g24180,3.048622697,0.014553038,0,1.705807217
LOC_Os11g26370,3.145284528,0.014618632,0,1.705807217
LOC_Os10g09060,2.915680585,0.014905107,0,2.558710826
LOC_Os07g42130,3.146525779,0.014910226,0,1.705807217
LOC_Os02g02930,2.006839671,0.014993547,0,3.411614434
LOC_Os04g56950,4.087234697,0.015130482,0,0
LOC_Os04g43290,3.316751291,0.015512067,0,1.705807217
LOC_Os04g40070,-3.730535369,0.015594975,0,3.411614434
LOC_Os12g39210,2.219973111,0.015610123,0,12.79355413
LOC_Os03g01870,4.460458176,0.015629924,0,0
LOC_Os03g39240,4.067417626,0.015650507,0,0
LOC_Os07g10080,3.703890363,0.015667092,0,0
LOC_Os01g33460,2.72616615,0.015852388,0,1.705807217
LOC_Os07g31840,2.35813672,0.016100289,0,1.705807217
LOC_Os05g49630,3.09001496,0.016718852,0,1.705807217
LOC_Os04g33450,-3.627949489,0.01704874,0,4.264518043
LOC_Os02g10100,2.719177988,0.017268383,0,1.705807217
LOC_Os05g23140,2.968588444,0.017821732,0,1.705807217
LOC_Os09g04550,2.507141234,0.017856356,0,2.558710826
LOC_Os04g53650,3.457936431,0.01787669,0,0
LOC_Os04g44460,4.083217044,0.018405048,0,0
LOC_Os04g46680,3.345028447,0.018452571,0,0
LOC_Os08g08690,4.903448334,0.018510553,0,0
LOC_Os01g62810,2.794617615,0.018671822,0,2.558710826
LOC_Os07g24270,3.85097313,0.018761075,0,0
LOC_Os09g21040,3.642375024,0.018768918,0,0
LOC_Os10g38820,2.255108834,0.019230151,0,3.411614434
LOC_Os01g34730,4.067630746,0.019446564,0,0
LOC_Os04g17270,3.43487952,0.019508122,0,0
LOC_Os04g10850,3.849838809,0.01964482,0,0
LOC_Os11g10540,4.91524069,0.019725839,0,0
LOC_Os07g05850,4.353849909,0.019783532,0,0
LOC_Os04g31500,4.123846544,0.019830968,0,0
LOC_Os03g62314,4.029213852,0.019942795,0,0
LOC_Os03g45980,3.45536686,0.020256486,0,0
LOC_Os10g38050,4.426934458,0.020394338,0,0
LOC_Os09g11440,4.957533546,0.020426409,0,0
LOC_Os03g06560,5.148597554,0.020507523,0,0
LOC_Os06g07470,3.177747136,0.020990838,0,0.852903609
LOC_Os12g09860,5.318001469,0.021106852,0,0
LOC_Os04g33530,-3.76514451,0.021151262,0,3.411614434
LOC_Os11g26830,3.3147697,0.021242789,0,0.852903609
LOC_Os04g28990,3.288777131,0.021304064,0,0
LOC_Os01g16124,3.269806791,0.021354069,0,0
LOC_Os05g46350,2.317335317,0.021843022,0,2.558710826
LOC_Os11g44300,2.690806308,0.021853855,0,1.705807217
LOC_Os09g01820,3.946301108,0.022481718,0,0
LOC_Os05g36060,4.8966725,0.022536419,0,0
LOC_Os08g10310,2.387673236,0.022604434,0,1.705807217
LOC_Os07g44020,2.012586677,0.022831585,0,2.558710826
LOC_Os02g57350,4.89664205,0.022900735,0,0
LOC_Os03g26390,3.902783251,0.022990226,0,0
LOC_Os09g03250,4.841929178,0.023221585,0,0
LOC_Os06g36680,1.926184737,0.023660308,0,3.411614434
LOC_Os06g19930,3.712332816,0.024196699,0,0
LOC_Os12g20120,3.451881381,0.024203344,0,0
LOC_Os04g48350,3.066591089,0.024237823,0,0
LOC_Os04g24300,3.595301727,0.024259125,0,3.411614434
LOC_Os06g39875,3.189214469,0.024436546,0,2.558710826
LOC_Os03g02530,2.603366477,0.024503183,0,1.705807217
LOC_Os11g44880,3.782655186,0.025033104,0,0
LOC_Os02g45390,4.258341079,0.025243138,0,0
LOC_Os10g33104,3.964747674,0.025915787,0,0
LOC_Os03g10210,3.916639096,0.025985728,0,0.852903609
LOC_Os09g14850,4.370872928,0.026056672,0,0
LOC_Os08g11570,2.805640154,0.026267375,0,2.558710826
LOC_Os03g12210,3.781930772,0.026386835,0,0
LOC_Os06g05284,3.73389741,0.026467324,0,0
LOC_Os01g04160,2.226700542,0.026485384,0,1.705807217
LOC_Os06g21950,4.882977909,0.02669035,0,0
LOC_Os08g12470,4.334188442,0.026902406,0,0
LOC_Os02g14910,2.79842588,0.027208356,0,2.558710826
LOC_Os01g01940,5.535082355,0.02769246,0,0
LOC_Os02g41954,3.287560427,0.027711192,0,0
LOC_Os05g38430,3.81819754,0.028314818,0,0
LOC_Os01g01950,3.474681848,0.028878138,0,0
LOC_Os10g28630,2.69370884,0.029003173,0,1.705807217
LOC_Os03g30050,3.287311869,0.029112471,0,0
LOC_Os08g21200,3.73105536,0.029190866,0,0.852903609
LOC_Os06g40020,2.483834655,0.029238918,0,4.264518043
LOC_Os05g05620,3.448289384,0.029402886,0,0
LOC_Os12g02070,2.346285426,0.029412683,0,1.705807217
LOC_Os04g43400,3.585697154,0.029461043,0,0
LOC_Os01g73440,2.085388076,0.029527599,0,2.558710826
LOC_Os02g07560,3.197710586,0.029552546,0,1.705807217
LOC_Os08g02780,3.578856348,0.029799128,0,0.852903609
LOC_Os04g40220,2.823028359,0.029806757,0,2.558710826
LOC_Os08g03960,4.25614194,0.030053205,0,0
LOC_Os04g52370,1.511590994,0.030149215,0,5.117421651
LOC_Os10g21590,4.872953175,0.030645595,0,0
LOC_Os10g26560,2.616766865,0.031032687,0,3.411614434
LOC_Os12g32390,4.62948431,0.031100128,0,0
LOC_Os11g30260,3.751096178,0.031117787,0,2.558710826
LOC_Os10g18990,4.547500986,0.031196635,0,0
LOC_Os06g50724,6.883889308,0.031270072,0,0
LOC_Os05g16410,3.758470439,0.031325812,0,0
LOC_Os07g30360,3.938638815,0.031522707,0,0
LOC_Os02g18630,3.066049399,0.031654337,0,0
LOC_Os08g42430,-4.671035705,0.032329197,0,10.2348433
LOC_Os01g41450,2.616567955,0.032435807,0,1.705807217
LOC_Os07g39460,2.915826903,0.032484861,0,4.264518043
LOC_Os04g40490,2.05763065,0.032528228,0,2.558710826
LOC_Os01g07110,2.853861511,0.032566604,0,2.558710826
LOC_Os08g13610,2.81622437,0.032755941,0,1.705807217
LOC_Os02g06550,3.603138594,0.032765183,0,0.852903609
LOC_Os12g36330,2.750264963,0.032806021,0,1.705807217
LOC_Os08g03020,2.487360103,0.032947421,0,1.705807217
LOC_Os09g29120,3.843764189,0.03316448,0,0.852903609
LOC_Os03g21999,2.754504803,0.033230589,0,1.705807217
LOC_Os10g31590,2.750992659,0.033330065,0,2.558710826
LOC_Os06g17920,2.333670144,0.033625899,0,8.529036086
LOC_Os04g33330,2.443936857,0.033774977,0,1.705807217
LOC_Os07g08270,3.065985345,0.033844858,0,0
LOC_Os03g08530,-4.453525928,0.033961424,0,5.117421651
LOC_Os03g03110,3.608659693,0.034048229,0,0
LOC_Os04g09810,2.33813552,0.034100633,0,2.558710826
LOC_Os10g12530,4.862125785,0.034108564,0,0
LOC_Os04g46060,2.384677862,0.034585083,0,1.705807217
LOC_Os01g64100,2.269868957,0.034600279,0,1.705807217
LOC_Os01g41260,2.456681413,0.035225537,0,1.705807217
LOC_Os05g07880,3.341014624,0.03530203,0,0.852903609
LOC_Os11g32910,2.858334764,0.035308396,0,1.705807217
LOC_Os01g55330,3.777970477,0.035515477,0,0
LOC_Os07g04560,2.887707936,0.035755491,0,3.411614434
LOC_Os04g03810,2.054461826,0.035797343,0,3.411614434
LOC_Os06g06000,3.444628148,0.036316132,0,0
LOC_Os07g11800,3.702265021,0.03634671,0,0
LOC_Os05g40070,-3.810472295,0.036545974,0,3.411614434
LOC_Os06g10020,3.065938127,0.036693217,0,0
LOC_Os12g24330,3.065938127,0.036693217,0,0
LOC_Os08g18940,3.875478054,0.036982117,0,0.852903609
LOC_Os12g26770,3.787532191,0.03711233,0,0
LOC_Os04g44240,3.472172629,0.037269581,0,0
LOC_Os03g24270,4.419726464,0.037367326,0,0
LOC_Os08g35010,3.692397507,0.037715193,0,1.705807217
LOC_Os12g32260,3.065927199,0.037992057,0,0
LOC_Os06g28000,2.295586637,0.03810673,0,3.411614434
LOC_Os06g23140,3.065924982,0.038202714,0,0
LOC_Os09g25865,2.827470887,0.038515357,0,1.705807217
LOC_Os12g08070,2.204411989,0.03870123,0,1.705807217
LOC_Os06g35610,3.579571338,0.038964961,0,0
LOC_Os02g09200,3.963871517,0.039729852,0,0
LOC_Os04g44090,2.260307794,0.039898359,0,1.705807217
LOC_Os09g35540,3.065919478,0.040785158,0,0
LOC_Os10g02720,3.000063537,0.040812442,0,1.705807217
LOC_Os07g39820,3.065919513,0.040861714,0,0
LOC_Os08g05470,1.921594603,0.041193474,0,8.529036086
LOC_Os05g45120,3.60554038,0.041206525,0,0
LOC_Os01g45800,2.107028984,0.041293336,0,5.117421651
LOC_Os05g18340,3.166468733,0.041409267,0,1.705807217
LOC_Os09g20510,3.285400063,0.041457965,0,0
LOC_Os11g10260,2.825331045,0.041484388,0,1.705807217
LOC_Os05g51220,3.065920212,0.042107857,0,0
LOC_Os05g30820,2.590292545,0.043191587,0,1.705807217
LOC_Os06g16200,3.832393314,0.04353743,0,0
LOC_Os04g35114,3.286864305,0.04360124,0,0
LOC_Os03g53390,2.059559305,0.043867668,0,4.264518043
LOC_Os08g07550,3.441418132,0.044260722,0,0
LOC_Os10g32658,4.068396851,0.045356964,0,0
LOC_Os03g03630,3.378760418,0.045937765,0,0
LOC_Os02g48710,3.065952068,0.046447552,0,0
LOC_Os03g51760,3.065952068,0.046447552,0,0
LOC_Os04g01690,3.065952068,0.046447552,0,0
LOC_Os07g27340,3.065952068,0.046447552,0,0
LOC_Os04g55790,3.759165656,0.046519037,0,0
LOC_Os01g28134,3.065951278,0.046539331,0,0
LOC_Os01g73344,3.530316177,0.046990079,0,0
LOC_Os11g41570,3.065965227,0.047708618,0,0
LOC_Os09g38350,6.026476511,0.047924756,0,0
LOC_Os03g11080,1.743917781,0.047949201,0,4.264518043
LOC_Os02g04530,2.246592407,0.048526195,0,1.705807217
LOC_Os08g45170,3.971471461,0.048637207,0,0
LOC_Os11g31910,1.830213733,0.048707104,0,3.411614434
LOC_Os07g30240,2.453071585,0.048863841,0,2.558710826
LOC_Os06g10230,1.25018202,0.048928616,0,6.823228868
LOC_Os12g15700,2.49901193,0.048958972,0,1.705807217
LOC_Os08g29990,2.227438675,0.049262329,0,3.411614434
LOC_Os04g25370,3.065987707,0.049606651,0,0
LOC_Os06g02230,4.068462995,0.049652133,0,0
LOC_Os12g43490,3.065989743,0.049652135,0,0
LOC_Os08g42650,3.409853742,0.0500921,0,0
LOC_Os01g01170,2.897558056,0.050973388,0,0.852903609
LOC_Os10g27380,4.834363409,0.051741461,0,0
LOC_Os11g02670,4.275959677,0.052439434,0,0
LOC_Os01g25900,4.909632011,0.052601376,0,0
LOC_Os10g30210,2.182908314,0.053534909,0,1.705807217
LOC_Os06g44810,2.167174367,0.054136724,0,1.705807217
LOC_Os10g19180,3.066056529,0.054342341,0,0
LOC_Os03g42240,2.350784505,0.055149938,0,1.705807217
LOC_Os08g23000,3.3158296,0.055270503,0,1.705807217
LOC_Os02g26430,2.03870206,0.055313675,0,3.411614434
LOC_Os12g33630,3.066072227,0.055400255,0,0
LOC_Os04g58820,3.066072989,0.055506104,0,0
LOC_Os02g06210,5.585115841,0.055801801,0,4.264518043
LOC_Os07g05840,3.178787871,0.056348177,0,1.705807217
LOC_Os04g49800,4.235912444,0.05658753,0,0
LOC_Os07g28300,3.605037352,0.056648976,0,0.852903609
LOC_Os03g07450,1.535833386,0.056708543,0,4.264518043
LOC_Os07g35740,-3.459425782,0.056796861,0,6.823228868
LOC_Os05g50820,2.338683417,0.057065947,0,2.558710826
LOC_Os01g28870,2.497550374,0.057539173,0,1.705807217
LOC_Os04g39990,3.712488801,0.057552777,0,0
LOC_Os10g40120,1.986376186,0.057703611,0,5.117421651
LOC_Os04g08460,3.06611659,0.05814083,0,0
LOC_Os08g11800,3.585465323,0.058309258,0,0.852903609
LOC_Os05g39590,3.06611971,0.058324466,0,0
LOC_Os07g05750,4.068598559,0.058415045,0,0
LOC_Os08g16800,4.068598559,0.058415045,0,0
LOC_Os07g16690,4.041169086,0.058506113,0,0
LOC_Os08g35430,3.222240871,0.058963243,0,0
LOC_Os10g01690,3.066136376,0.059112599,0,0
LOC_Os12g39980,4.21784507,0.059239172,0,0
LOC_Os08g38040,1.602982713,0.06008382,0,6.823228868
LOC_Os10g03855,3.066162165,0.060578677,0,0
LOC_Os03g55220,2.185883843,0.060643713,0,2.558710826
LOC_Os01g61310,3.066175072,0.061302996,0,0
LOC_Os05g48890,3.066175072,0.061302996,0,0
LOC_Os04g57130,2.897725721,0.061419636,0,0
LOC_Os03g17350,3.066188098,0.062035137,0,0
LOC_Os11g12190,3.405405886,0.062211502,0,0
LOC_Os02g26750,1.673945356,0.062282281,0,3.411614434
LOC_Os08g08880,2.008971138,0.062593206,0,4.264518043
LOC_Os03g51340,2.314390882,0.062857228,0,4.264518043
LOC_Os03g44390,4.894888845,0.062942356,0,0
LOC_Os01g19850,1.758825308,0.064174927,0,4.264518043
LOC_Os09g31350,-3.844219426,0.064679874,0,3.411614434
LOC_Os01g39990,5.827502895,0.064961518,0,0
LOC_Os11g40060,2.474818564,0.065236989,0,1.705807217
LOC_Os01g49280,1.99212974,0.06539668,0,2.558710826
LOC_Os03g23140,3.587481597,0.066010985,0,0
LOC_Os01g14900,-4.89727367,0.066146028,0,6.823228868
LOC_Os08g12360,2.902433008,0.066233076,0,0.852903609
LOC_Os02g51170,2.227771636,0.066315986,0,1.705807217
LOC_Os11g02460,1.852045142,0.06713559,0,8.529036086
LOC_Os10g08319,3.066310463,0.069063996,0,0
LOC_Os04g50800,4.068726632,0.069123862,0,0
LOC_Os04g58590,4.068726632,0.069123862,0,0
LOC_Os06g48050,4.068726632,0.069123862,0,0
LOC_Os11g09220,4.068726632,0.069123862,0,0
LOC_Os09g27340,3.584947168,0.069380667,0,0
LOC_Os01g11300,3.556810477,0.070725429,0,0
LOC_Os01g37360,3.877510009,0.070905855,0,0.852903609
LOC_Os09g29670,3.699437672,0.071020182,0,0
LOC_Os11g06730,3.066353762,0.07107928,0,0
LOC_Os09g07620,2.112823165,0.071414818,0,5.117421651
LOC_Os02g07810,3.984047792,0.071559029,0,0
LOC_Os04g27092,3.180635099,0.071646359,0,4.264518043
LOC_Os06g48160,-3.101626773,0.071901996,0,2.558710826
LOC_Os03g15790,3.066371292,0.071985426,0,0
LOC_Os07g31530,3.829273908,0.072462484,0,0.852903609
LOC_Os06g11280,1.915156038,0.072536717,0,1.705807217
LOC_Os05g05510,3.066385077,0.072731032,0,0
LOC_Os04g47740,3.050880105,0.073564446,0,2.558710826
