Gene,log2FoldChange,pvalue,B.C_1,B.C_2
LOC_Os01g41800,0.448901575,0.046236492,94.94819746,93.81939694
LOC_Os08g09930,-0.263630201,0.103320091,94.94819746,98.93681859
LOC_Os01g23630,-0.413358901,0.211589414,94.94819746,144.1407098
LOC_Os02g28900,-0.165132047,0.265542925,94.94819746,91.26068612
LOC_Os08g08500,0.070710314,0.65526867,94.94819746,112.5832763
LOC_Os09g36180,-0.168911483,0.728219961,94.94819746,59.7032526
LOC_Os07g18154,0.076061241,0.763714799,94.94819746,92.11358972
LOC_Os10g22370,-0.040217277,0.809867094,94.94819746,103.2013366
LOC_Os09g32020,-0.122989476,0.810784878,94.94819746,117.700698
LOC_Os11g04710,0.068639519,0.8783114,94.94819746,49.4684093
LOC_Os11g01020,-0.027886478,0.892270408,94.94819746,73.34971034
LOC_Os02g52410,0.019057729,0.901714654,94.94819746,104.0542402
LOC_Os06g49120,0.011997395,0.936832127,94.94819746,95.52520416
LOC_Os06g11330,0.040488301,0.93918668,94.94819746,148.4052279
LOC_Os03g07994,0.013159772,0.953316497,94.94819746,72.49680673
LOC_Os04g24520,-0.047192226,0.962299062,94.94819746,202.9910588
LOC_Os03g19420,-5.257263439,4.17E-15,95.61217086,53.73292734
LOC_Os05g01570,0.679800047,4.23E-07,95.61217086,92.11358972
LOC_Os04g51570,-0.872018457,1.99E-06,95.61217086,97.23101138
LOC_Os01g73150,0.497072907,0.000324574,95.61217086,92.96649333
LOC_Os02g19770,-0.571558322,0.000787056,95.61217086,92.11358972
LOC_Os04g42451,0.457656563,0.000994543,95.61217086,92.11358972
LOC_Os05g41670,-0.514608036,0.002051646,95.61217086,92.11358972
LOC_Os02g53990,0.390011595,0.018526576,95.61217086,108.3187583
LOC_Os06g10880,-0.363118626,0.02383383,95.61217086,109.1716619
LOC_Os12g21789,-0.352936102,0.026627698,95.61217086,94.67230055
LOC_Os09g29830,0.326010371,0.029590541,95.61217086,103.2013366
LOC_Os01g09310,0.277863588,0.130332539,95.61217086,110.8774691
LOC_Os11g10780,0.229162636,0.192141187,95.61217086,107.4658547
LOC_Os03g57530,-0.049153947,0.743080559,95.61217086,92.96649333
LOC_Os03g51700,0.117613684,0.77783192,95.61217086,54.58583095
LOC_Os03g13230,-0.036101263,0.80657487,95.61217086,99.7897222
LOC_Os10g42610,-0.030751552,0.837840759,95.61217086,91.26068612
LOC_Os04g41990,0.050606711,0.855658788,95.61217086,116.8477944
LOC_Os02g34830,-0.035081666,0.879974792,95.61217086,105.7600475
LOC_Os02g27769,-0.267475374,0.88283539,95.61217086,310.4569135
LOC_Os12g41860,-0.020687659,0.896603073,95.61217086,95.52520416
LOC_Os12g32950,-0.036898205,0.9830003,95.61217086,261.8414078
LOC_Os07g38800,0.001609914,0.991586721,95.61217086,93.81939694
LOC_Os03g15460,-1.967270396,2.28E-21,96.27614427,100.6426258
LOC_Os04g54510,-1.01465042,2.74E-08,96.27614427,93.81939694
LOC_Os10g32810,0.393568613,0.00227373,96.27614427,93.81939694
LOC_Os05g42040,-0.377917671,0.01613501,96.27614427,91.26068612
LOC_Os10g35294,-0.341633199,0.037005386,96.27614427,93.81939694
LOC_Os08g36110,-0.337553331,0.04066439,96.27614427,92.96649333
LOC_Os09g09980,0.278724145,0.042469747,96.27614427,93.81939694
LOC_Os11g43610,-0.304907957,0.048984385,96.27614427,101.4955294
LOC_Os08g28180,0.284587846,0.05406792,96.27614427,95.52520416
LOC_Os03g12236,0.298298456,0.054734982,96.27614427,108.3187583
LOC_Os12g08140,-0.291997431,0.061813843,96.27614427,92.96649333
LOC_Os01g53620,-0.315362538,0.063157311,96.27614427,97.23101138
LOC_Os02g53020,-0.360168525,0.076444447,96.27614427,102.348433
LOC_Os09g30270,0.251414351,0.079699792,96.27614427,94.67230055
LOC_Os02g34490,-0.26380836,0.091891021,96.27614427,92.11358972
LOC_Os03g14500,-0.326608698,0.116703175,96.27614427,117.700698
LOC_Os04g12010,-0.20225264,0.191109043,96.27614427,97.23101138
LOC_Os04g57770,-0.149709039,0.348790012,96.27614427,98.08391498
LOC_Os02g20210,0.137175722,0.367594653,96.27614427,99.7897222
LOC_Os09g24520,-0.145916054,0.450533195,96.27614427,118.5536016
LOC_Os05g33310,-0.187037064,0.492355115,96.27614427,112.5832763
LOC_Os06g11600,0.099004666,0.535524106,96.27614427,114.2890835
LOC_Os01g71310,0.086774812,0.58876898,96.27614427,102.348433
LOC_Os03g55340,-0.080035676,0.591198684,96.27614427,92.96649333
LOC_Os11g09960,-0.165072467,0.613819233,96.27614427,117.700698
LOC_Os11g31630,0.519175498,0.708976364,96.27614427,276.3407692
LOC_Os12g32650,-0.043703905,0.832698818,96.27614427,71.64390312
LOC_Os06g06530,0.038933415,0.881177482,96.27614427,99.7897222
LOC_Os03g14030,-2.137077854,2.84E-23,96.94011768,93.81939694
LOC_Os01g58910,-1.29289665,9.47E-13,96.94011768,93.81939694
LOC_Os06g05359,-0.646752281,0.00011618,96.94011768,97.23101138
LOC_Os01g07360,-0.634293537,0.00012888,96.94011768,92.96649333
LOC_Os10g08026,-0.622699131,0.000213935,96.94011768,95.52520416
LOC_Os01g14920,0.453230993,0.000831411,96.94011768,98.08391498
LOC_Os01g50830,0.468273027,0.000911027,96.94011768,96.37810777
LOC_Os02g08200,-0.497590653,0.00931512,96.94011768,105.7600475
LOC_Os11g05570,0.253807155,0.084684219,96.94011768,92.96649333
LOC_Os05g48860,0.429270715,0.134147171,96.94011768,150.9639387
LOC_Os11g45840,0.208709576,0.135649111,96.94011768,99.7897222
LOC_Os04g44290,0.241893646,0.230163109,96.94011768,71.64390312
LOC_Os11g07890,-0.321927958,0.291159091,96.94011768,80.1729392
LOC_Os07g25390,0.404243089,0.349432121,96.94011768,52.88002373
LOC_Os11g44680,-0.134991435,0.411741854,96.94011768,97.23101138
LOC_Os12g17230,-0.680982971,0.473317775,96.94011768,170.5807217
LOC_Os10g41610,0.321490452,0.696542706,96.94011768,66.52648147
LOC_Os11g10750,-0.001278897,0.994267242,96.94011768,104.0542402
LOC_Os01g71670,1.130273241,4.86E-10,97.60409109,93.81939694
LOC_Os01g51890,0.678020435,8.50E-08,97.60409109,94.67230055
LOC_Os07g08750,-0.559200784,0.000504891,97.60409109,95.52520416
LOC_Os12g16720,0.461904404,0.001571591,97.60409109,95.52520416
LOC_Os03g41438,0.414506811,0.00226958,97.60409109,96.37810777
LOC_Os01g59320,0.41269651,0.002549488,97.60409109,99.7897222
LOC_Os02g13350,-0.820469356,0.004025488,97.60409109,160.3458784
LOC_Os05g18950,-0.391371676,0.016826743,97.60409109,94.67230055
LOC_Os04g38630,0.345099333,0.018687819,97.60409109,93.81939694
LOC_Os04g41410,0.267086246,0.068628325,97.60409109,104.0542402
LOC_Os01g73670,0.316165414,0.195407647,97.60409109,101.4955294
LOC_Os10g35260,-0.228500807,0.330049253,97.60409109,78.46713199
LOC_Os03g53000,-0.114772746,0.449698171,97.60409109,93.81939694
LOC_Os04g52570,0.094922132,0.523783027,97.60409109,100.6426258
LOC_Os01g65680,-0.093566405,0.524275268,97.60409109,98.08391498
LOC_Os05g04750,-0.08089778,0.579256713,97.60409109,91.26068612
LOC_Os07g36870,-0.074274245,0.62406058,97.60409109,98.08391498
LOC_Os06g11640,-0.012298895,0.93788287,97.60409109,95.52520416
LOC_Os12g41110,-1.586393067,3.10E-15,98.2680645,94.67230055
LOC_Os04g53160,0.812320197,2.02E-07,98.2680645,125.3768305
LOC_Os10g36170,0.520550882,0.000108959,98.2680645,94.67230055
LOC_Os10g38040,0.474027144,0.001065639,98.2680645,95.52520416
LOC_Os01g68230,0.445443695,0.001808936,98.2680645,92.11358972
LOC_Os01g15250,-0.463989663,0.002908235,98.2680645,99.7897222
LOC_Os06g01350,-0.435682235,0.007489985,98.2680645,110.8774691
LOC_Os04g30930,0.362433056,0.009788761,98.2680645,97.23101138
LOC_Os06g15380,-0.953981002,0.00988325,98.2680645,109.1716619
LOC_Os01g68740,-0.407226779,0.01218373,98.2680645,104.9071439
LOC_Os12g01930,0.333707707,0.024271943,98.2680645,96.37810777
LOC_Os06g49670,-0.274268803,0.064547772,98.2680645,98.93681859
LOC_Os08g04190,-0.265187429,0.076395737,98.2680645,102.348433
LOC_Os07g33050,0.289940646,0.098271464,98.2680645,127.0826377
LOC_Os10g04780,0.232395732,0.101394897,98.2680645,104.0542402
LOC_Os05g38360,-0.275010406,0.116255451,98.2680645,104.9071439
LOC_Os11g03060,-0.237249025,0.133167439,98.2680645,96.37810777
LOC_Os06g47200,-0.221731948,0.167492085,98.2680645,94.67230055
LOC_Os04g06520,-0.216313982,0.171698837,98.2680645,105.7600475
LOC_Os03g19240,0.191907574,0.176806138,98.2680645,104.0542402
LOC_Os09g33950,0.198434718,0.178382108,98.2680645,94.67230055
LOC_Os04g48160,-0.19451537,0.182112893,98.2680645,96.37810777
LOC_Os02g38840,0.192760139,0.188236651,98.2680645,98.08391498
LOC_Os05g47630,-0.178478483,0.267286374,98.2680645,99.7897222
LOC_Os06g09840,-0.142304092,0.351778335,98.2680645,95.52520416
LOC_Os12g34016,0.427261423,0.355492186,98.2680645,48.61550569
LOC_Os06g20860,0.132566744,0.363874626,98.2680645,98.08391498
LOC_Os10g37710,-0.115416041,0.445151209,98.2680645,98.93681859
LOC_Os09g21360,0.219088814,0.47156014,98.2680645,128.7884449
LOC_Os01g68940,0.319189316,0.624991775,98.2680645,115.1419872
LOC_Os03g44660,-0.054809039,0.728725733,98.2680645,101.4955294
LOC_Os03g40700,0.01154295,0.938790095,98.2680645,95.52520416
LOC_Os07g23810,-0.027858317,0.955323558,98.2680645,172.2865289
LOC_Os08g16914,0.62488573,7.19E-05,98.93203791,121.965216
LOC_Os03g64200,0.498052065,0.000240028,98.93203791,100.6426258
LOC_Os10g27360,0.434550178,0.001159524,98.93203791,95.52520416
LOC_Os10g06760,0.406004047,0.00289889,98.93203791,95.52520416
LOC_Os01g71320,0.413222114,0.003078445,98.93203791,97.23101138
LOC_Os06g04900,-0.428511074,0.008871366,98.93203791,106.6129511
LOC_Os06g17830,-0.418845183,0.00923596,98.93203791,100.6426258
LOC_Os04g04030,-0.285265052,0.058555476,98.93203791,97.23101138
LOC_Os01g50080,0.24620486,0.066673766,98.93203791,107.4658547
LOC_Os01g73750,0.757658758,0.121939193,98.93203791,152.6697459
LOC_Os05g35410,-0.21850862,0.137525137,98.93203791,100.6426258
LOC_Os02g03460,-0.45006203,0.139528386,98.93203791,148.4052279
LOC_Os05g07980,0.20029207,0.146678732,98.93203791,98.93681859
LOC_Os08g32570,0.190129763,0.226505362,98.93203791,101.4955294
LOC_Os06g33530,0.17986202,0.297182898,98.93203791,116.8477944
LOC_Os04g45280,0.192548433,0.33548896,98.93203791,133.9058665
LOC_Os10g26070,0.123770728,0.396870009,98.93203791,103.2013366
LOC_Os06g12649,-0.10147755,0.632476378,98.93203791,107.4658547
LOC_Os03g50210,-0.19736825,0.804265919,98.93203791,32.41033713
LOC_Os07g01200,0.008462833,0.955470292,98.93203791,109.1716619
LOC_Os04g48060,-0.000814559,0.995559103,98.93203791,95.52520416
LOC_Os01g02940,-2.811077109,1.43E-30,99.59601132,98.93681859
LOC_Os02g37160,-0.830674191,2.12E-06,99.59601132,98.93681859
LOC_Os04g59140,0.495167717,0.000313003,99.59601132,96.37810777
LOC_Os06g47300,0.530602262,0.000468012,99.59601132,100.6426258
LOC_Os03g38050,0.448306991,0.000763649,99.59601132,105.7600475
LOC_Os07g03030,0.373639748,0.004520254,99.59601132,102.348433
LOC_Os01g29180,0.340216313,0.009691704,99.59601132,98.93681859
LOC_Os04g41120,0.356551483,0.009988442,99.59601132,99.7897222
LOC_Os10g04590,0.338476131,0.012285944,99.59601132,105.7600475
LOC_Os08g28230,-0.389963198,0.013975989,99.59601132,99.7897222
LOC_Os01g66890,-0.605302489,0.023239957,99.59601132,103.2013366
LOC_Os03g05049,0.305543378,0.031907942,99.59601132,108.3187583
LOC_Os11g31950,0.370847147,0.052354715,99.59601132,112.5832763
LOC_Os01g58830,0.795968157,0.056063634,99.59601132,46.90969847
LOC_Os03g11510,-0.280764028,0.0631743,99.59601132,98.08391498
LOC_Os07g02940,0.242942118,0.080309675,99.59601132,103.2013366
LOC_Os04g02280,0.247177004,0.086811584,99.59601132,105.7600475
LOC_Os11g30270,-0.512099013,0.206048021,99.59601132,65.67357786
LOC_Os05g29030,-0.428664038,0.262673161,99.59601132,65.67357786
LOC_Os04g36840,0.154842475,0.291852398,99.59601132,96.37810777
LOC_Os04g59560,0.16216307,0.295432471,99.59601132,104.0542402
LOC_Os02g55170,0.132758667,0.486533166,99.59601132,121.1123124
LOC_Os01g29150,-1.212508611,1.79E-11,100.2599847,104.0542402
LOC_Os03g22790,-0.943484103,3.61E-08,100.2599847,104.9071439
LOC_Os01g03980,-0.70271321,6.82E-06,100.2599847,98.93681859
LOC_Os08g43510,0.514789881,0.000152175,100.2599847,99.7897222
LOC_Os01g61190,0.640223793,0.001382029,100.2599847,81.87874642
LOC_Os07g41720,0.50171159,0.002044658,100.2599847,104.9071439
LOC_Os05g11870,-0.452252368,0.002786654,100.2599847,98.93681859
LOC_Os05g08410,-0.42773688,0.008335943,100.2599847,98.08391498
LOC_Os06g47544,-0.412853201,0.0137793,100.2599847,98.93681859
LOC_Os01g68610,0.28852474,0.043597197,100.2599847,98.93681859
LOC_Os04g36780,-0.280853061,0.075310691,100.2599847,109.1716619
LOC_Os05g03174,-0.232178726,0.114032385,100.2599847,99.7897222
LOC_Os01g11520,-0.222811847,0.15889699,100.2599847,106.6129511
LOC_Os05g50750,0.191829428,0.201002742,100.2599847,111.7303727
LOC_Os04g47780,-0.208436399,0.212636256,100.2599847,110.8774691
LOC_Os06g16140,0.17622503,0.226445044,100.2599847,98.08391498
LOC_Os03g11290,0.161756186,0.227691028,100.2599847,104.9071439
LOC_Os04g59210,-0.19949141,0.257256526,100.2599847,118.5536016
LOC_Os08g13840,-0.197040184,0.294321829,100.2599847,98.08391498
LOC_Os12g43664,-0.132707586,0.454847119,100.2599847,104.0542402
LOC_Os07g26100,-0.521310587,0.458444073,100.2599847,46.05679486
LOC_Os08g23670,-1.008062415,0.541400781,100.2599847,222.6078418
LOC_Os05g50200,-0.102962641,0.545560647,100.2599847,103.2013366
LOC_Os08g34480,0.325429439,0.673954192,100.2599847,173.1394325
LOC_Os07g44670,0.082519316,0.770155236,100.2599847,124.5239268
LOC_Os08g31630,0.643832053,1.50E-06,100.9239581,98.93681859
LOC_Os01g39770,-0.66706483,3.91E-05,100.9239581,104.9071439
LOC_Os09g30510,0.411273562,0.001752987,100.9239581,97.23101138
LOC_Os05g02400,0.413475405,0.003032827,100.9239581,100.6426258
LOC_Os11g43960,-0.418152564,0.007445438,100.9239581,104.9071439
LOC_Os01g55974,-0.406072895,0.021221087,100.9239581,111.7303727
LOC_Os02g51390,0.339868469,0.027452477,100.9239581,87.84907168
LOC_Os05g37930,-0.340746672,0.031104461,100.9239581,127.0826377
LOC_Os07g33220,0.308142563,0.031238345,100.9239581,98.93681859
LOC_Os07g38490,0.28026136,0.047048819,100.9239581,98.08391498
LOC_Os11g06670,-0.285652572,0.061604824,100.9239581,102.348433
LOC_Os05g06290,-0.28870521,0.064189575,100.9239581,99.7897222
LOC_Os03g13540,0.665357961,0.102711493,100.9239581,56.29163816
LOC_Os09g37270,-0.19866686,0.17400483,100.9239581,105.7600475
LOC_Os06g50780,-2.040249125,0.183701923,100.9239581,27.29291547
LOC_Os02g11060,0.165285491,0.223777422,100.9239581,101.4955294
LOC_Os02g51414,-0.17908857,0.250918255,100.9239581,98.93681859
LOC_Os01g39100,0.31258011,0.269776873,100.9239581,126.2297341
LOC_Os01g07950,0.234725635,0.306009841,100.9239581,100.6426258
LOC_Os05g20050,0.129374085,0.364410793,100.9239581,97.23101138
LOC_Os10g08599,0.077133808,0.583356002,100.9239581,114.2890835
LOC_Os08g27140,-0.076036681,0.598377313,100.9239581,104.0542402
LOC_Os04g51454,0.096907765,0.661877039,100.9239581,104.0542402
LOC_Os02g38200,0.040939902,0.787175065,100.9239581,98.93681859
LOC_Os06g12460,-0.023843317,0.929159206,100.9239581,119.4065052
LOC_Os12g12934,0.013226607,0.929607807,100.9239581,98.08391498
LOC_Os12g34870,-0.009788856,0.954339004,100.9239581,87.84907168
LOC_Os03g03590,0.010536007,0.957543464,100.9239581,104.0542402
LOC_Os12g17320,1.053748241,4.62E-18,101.5879315,100.6426258
LOC_Os02g01280,0.845024344,3.60E-11,101.5879315,103.2013366
LOC_Os09g20684,-1.038093086,2.98E-08,101.5879315,92.96649333
LOC_Os01g15900,0.608855201,2.69E-06,101.5879315,101.4955294
LOC_Os07g31550,-0.607746618,0.000136605,101.5879315,98.93681859
LOC_Os02g44704,0.446198922,0.001109114,101.5879315,99.7897222
LOC_Os07g34390,0.375786748,0.008847093,101.5879315,113.4361799
LOC_Os01g19970,-0.379582092,0.017580814,101.5879315,100.6426258
LOC_Os07g41360,0.251760438,0.06471023,101.5879315,98.93681859
LOC_Os04g22870,0.370231935,0.084257452,101.5879315,123.6710232
LOC_Os03g19400,0.243406404,0.088890755,101.5879315,98.93681859
LOC_Os01g02470,-1.403230923,0.089389622,101.5879315,145.8465171
LOC_Os01g52370,-0.43562591,0.149598501,101.5879315,73.34971034
LOC_Os12g32330,-0.190510899,0.213182044,101.5879315,101.4955294
LOC_Os03g37100,0.15418506,0.269472235,101.5879315,100.6426258
LOC_Os04g01130,0.407714829,0.352022586,101.5879315,204.6968661
LOC_Os05g07740,-0.102472008,0.493643559,101.5879315,98.08391498
LOC_Os01g19400,0.069072657,0.636771414,101.5879315,98.93681859
LOC_Os10g41749,0.057871605,0.677180594,101.5879315,103.2013366
LOC_Os02g05686,-0.036196458,0.836389752,101.5879315,108.3187583
LOC_Os06g06960,-0.020664773,0.887417566,101.5879315,99.7897222
LOC_Os03g42710,-2.211449233,8.40E-24,102.251905,103.2013366
LOC_Os01g02150,-1.357415761,2.53E-13,102.251905,100.6426258
LOC_Os01g50040,0.567246196,1.49E-05,102.251905,98.08391498
LOC_Os09g23570,-0.670733888,3.16E-05,102.251905,101.4955294
LOC_Os02g20970,0.654568767,0.000160298,102.251905,122.8181196
LOC_Os01g67160,0.444091083,0.000835932,102.251905,98.93681859
LOC_Os06g39260,0.455359845,0.000849297,102.251905,101.4955294
LOC_Os04g39450,0.423371431,0.001619792,102.251905,98.08391498
LOC_Os01g25270,0.402530376,0.002406668,102.251905,101.4955294
LOC_Os01g58444,0.548594144,0.003480229,102.251905,118.5536016
LOC_Os06g50930,-1.459812278,0.004067638,102.251905,52.02712012
LOC_Os03g63930,-0.423758462,0.009794616,102.251905,96.37810777
LOC_Os01g32460,-0.323204682,0.032899207,102.251905,98.08391498
LOC_Os01g54190,-0.405055498,0.034960743,102.251905,102.348433
LOC_Os07g16150,-0.320060109,0.103770369,102.251905,111.7303727
LOC_Os01g14590,0.317557646,0.187729435,102.251905,78.46713199
LOC_Os01g07410,0.15911588,0.248909353,102.251905,101.4955294
LOC_Os09g39230,0.293963129,0.344420324,102.251905,70.79099951
LOC_Os01g34860,-0.140663877,0.351475107,102.251905,104.9071439
LOC_Os04g49940,0.133059045,0.359858272,102.251905,101.4955294
LOC_Os03g22060,0.104753962,0.474253445,102.251905,104.0542402
LOC_Os03g15910,-0.938201658,0.599882833,102.251905,0.852903609
LOC_Os12g41760,-0.176763231,0.771867787,102.251905,190.1975047
LOC_Os01g67600,-0.024313828,0.861053191,102.251905,103.2013366
LOC_Os01g56969,-0.094912,0.951141028,102.251905,7.676132477
LOC_Os01g58680,-0.008849922,0.953489447,102.251905,100.6426258
LOC_Os11g01875,0.919597912,1.85E-13,102.9158784,112.5832763
LOC_Os07g46570,-0.956046271,5.16E-08,102.9158784,100.6426258
LOC_Os11g05810,-0.628403864,9.32E-05,102.9158784,102.348433
LOC_Os02g57100,-0.599090378,0.000143078,102.9158784,101.4955294
LOC_Os04g30420,-0.525767121,0.000478877,102.9158784,104.9071439
LOC_Os08g04300,0.489643102,0.000692203,102.9158784,107.4658547
LOC_Os01g54900,0.388548997,0.004454967,102.9158784,104.9071439
LOC_Os11g01220,-0.475832127,0.009101215,102.9158784,108.3187583
LOC_Os10g40960,-0.792676233,0.011242107,102.9158784,120.2594088
LOC_Os12g19090,-0.247499406,0.106827246,102.9158784,111.7303727
LOC_Os08g09320,0.229087855,0.170237814,102.9158784,124.5239268
LOC_Os05g09440,0.180329519,0.225006316,102.9158784,101.4955294
LOC_Os05g39990,-0.113592413,0.448420191,102.9158784,98.93681859
LOC_Os03g18140,-0.080892878,0.558311556,102.9158784,105.7600475
LOC_Os12g43580,0.068074774,0.629716125,102.9158784,99.7897222
LOC_Os02g46480,0.064621681,0.658965719,102.9158784,101.4955294
LOC_Os02g22650,-0.05753491,0.693166931,102.9158784,98.93681859
LOC_Os01g37950,-0.902966912,0.694726246,102.9158784,248.1949501
LOC_Os03g17610,-0.349865823,0.898467428,102.9158784,0
LOC_Os03g06710,1.066829101,3.47E-18,103.5798518,109.1716619
LOC_Os01g52260,-1.299030835,3.07E-12,103.5798518,99.7897222
LOC_Os03g50960,-0.817022093,6.14E-07,103.5798518,99.7897222
LOC_Os06g48650,0.504710389,4.74E-05,103.5798518,102.348433
LOC_Os07g33650,-0.892512032,0.00036626,103.5798518,99.7897222
LOC_Os03g13040,0.424429698,0.001802103,103.5798518,104.0542402
LOC_Os05g05490,-0.446202311,0.002460016,103.5798518,104.9071439
LOC_Os02g44500,0.382888012,0.005315508,103.5798518,100.6426258
LOC_Os09g38755,-0.391091289,0.009866499,103.5798518,104.9071439
LOC_Os06g27680,-0.622569713,0.012700503,103.5798518,122.8181196
LOC_Os07g20544,0.284565927,0.0363486,103.5798518,110.8774691
LOC_Os02g53790,0.306496498,0.038462146,103.5798518,98.08391498
LOC_Os12g03700,-0.30703906,0.044056386,103.5798518,99.7897222
LOC_Os01g41900,-0.27154733,0.066448848,103.5798518,102.348433
LOC_Os04g33760,-0.267878267,0.071742603,103.5798518,99.7897222
LOC_Os07g38100,0.54800976,0.103402883,103.5798518,125.3768305
LOC_Os11g36030,0.236348513,0.144538857,103.5798518,100.6426258
LOC_Os10g33840,0.232566088,0.15341854,103.5798518,110.0245655
LOC_Os03g11300,0.140663607,0.310162404,103.5798518,107.4658547
LOC_Os01g06680,-0.168313815,0.419786316,103.5798518,81.87874642
LOC_Os05g42180,-0.225402903,0.46011422,103.5798518,141.581999
LOC_Os10g03220,0.09787192,0.488616699,103.5798518,104.0542402
LOC_Os03g10224,0.219829083,0.722838526,103.5798518,48.61550569
LOC_Os04g31630,-0.280151299,0.812354154,103.5798518,209.8142877
LOC_Os05g48210,-0.021754785,0.885178083,103.5798518,101.4955294
LOC_Os06g08750,-0.013309197,0.928076747,103.5798518,103.2013366
LOC_Os02g02040,-1.577679523,6.07E-17,104.2438252,106.6129511
LOC_Os10g26390,-1.626981657,6.67E-16,104.2438252,108.3187583
LOC_Os06g47210,0.652808802,0.000110519,104.2438252,110.8774691
LOC_Os04g01510,-0.520254542,0.000860927,104.2438252,99.7897222
LOC_Os05g03920,-0.566756892,0.001248086,104.2438252,110.8774691
LOC_Os06g45060,-0.421198958,0.007328416,104.2438252,100.6426258
LOC_Os01g22550,0.324401259,0.013827378,104.2438252,110.0245655
LOC_Os02g48840,-0.357965273,0.018128826,104.2438252,110.8774691
LOC_Os12g29690,0.59390394,0.026393986,104.2438252,74.20261394
LOC_Os06g12870,0.281825511,0.034521607,104.2438252,105.7600475
LOC_Os01g64890,0.603428981,0.079450317,104.2438252,62.26196342
LOC_Os02g40190,0.563345869,0.195302039,104.2438252,141.581999
LOC_Os02g05360,0.280464466,0.300767933,104.2438252,68.23228868
LOC_Os03g63530,0.129442273,0.342862879,104.2438252,101.4955294
LOC_Os01g45110,0.092769857,0.532396661,104.2438252,100.6426258
LOC_Os07g38810,-0.085359963,0.561082327,104.2438252,107.4658547
LOC_Os10g41310,-0.062470155,0.652270542,104.2438252,103.2013366
LOC_Os02g45810,0.048487167,0.738910607,104.2438252,102.348433
LOC_Os08g13350,-0.037494195,0.791940375,104.2438252,101.4955294
LOC_Os07g02000,-0.035819538,0.806416507,104.2438252,104.9071439
LOC_Os05g43490,-0.030385445,0.837701813,104.2438252,100.6426258
LOC_Os07g07410,0.012907183,0.924718648,104.2438252,100.6426258
LOC_Os01g34930,0.652831281,8.53E-07,104.9077986,105.7600475
LOC_Os11g42970,-0.858410392,9.44E-07,104.9077986,105.7600475
LOC_Os10g01290,0.584230294,3.08E-05,104.9077986,103.2013366
LOC_Os06g08570,-0.705524004,3.51E-05,104.9077986,88.70197529
LOC_Os05g08950,-0.648825354,4.41E-05,104.9077986,106.6129511
LOC_Os01g62430,-0.556989612,0.000800728,104.9077986,101.4955294
LOC_Os01g16020,-0.515586547,0.001204583,104.9077986,100.6426258
LOC_Os11g07270,0.396010696,0.0026687,104.9077986,104.0542402
LOC_Os12g01744,0.475760469,0.003197156,104.9077986,120.2594088
LOC_Os02g52280,-0.454106364,0.003925517,104.9077986,106.6129511
LOC_Os01g65630,-0.426795538,0.006212267,104.9077986,115.1419872
LOC_Os04g53550,-0.442092308,0.022931571,104.9077986,135.6116738
LOC_Os01g56860,0.293264232,0.069959055,104.9077986,107.4658547
LOC_Os05g01460,0.23966274,0.079471547,104.9077986,121.1123124
LOC_Os06g36910,0.232751226,0.089143277,104.9077986,107.4658547
LOC_Os12g18200,0.234183197,0.100618321,104.9077986,104.9071439
LOC_Os02g38220,-0.240711261,0.108601148,104.9077986,103.2013366
LOC_Os07g05560,0.145720095,0.304174754,104.9077986,99.7897222
LOC_Os06g46754,-0.135139892,0.389257465,104.9077986,117.700698
LOC_Os09g30170,-0.11927603,0.414664513,104.9077986,104.9071439
LOC_Os06g22850,0.153982756,0.450916461,104.9077986,108.3187583
LOC_Os05g51650,-0.105214909,0.769649494,104.9077986,170.5807217
LOC_Os03g46410,-0.037439677,0.784966937,104.9077986,109.1716619
LOC_Os02g32970,-0.034823512,0.809047223,104.9077986,101.4955294
LOC_Os12g02385,0.182881142,0.825008062,104.9077986,39.23356599
LOC_Os03g10860,0.017186635,0.906168952,104.9077986,102.348433
LOC_Os11g36160,-1.415251248,9.34E-13,105.571772,102.348433
LOC_Os05g38140,-1.061401155,1.43E-09,105.571772,105.7600475
LOC_Os12g10180,0.718723007,4.77E-08,105.571772,103.2013366
LOC_Os06g02620,0.59173913,2.96E-05,105.571772,104.9071439
LOC_Os06g47800,-0.671316646,3.78E-05,105.571772,104.0542402
LOC_Os10g42900,-0.5695989,0.000128231,105.571772,103.2013366
LOC_Os06g04330,0.487148323,0.00033044,105.571772,110.8774691
LOC_Os10g36270,-0.566487021,0.000982486,105.571772,110.8774691
LOC_Os11g35340,0.400711348,0.002963758,105.571772,108.3187583
LOC_Os01g57520,-0.674212817,0.007581032,105.571772,121.965216
LOC_Os08g10730,0.335455728,0.008791726,105.571772,107.4658547
LOC_Os07g11010,0.362084011,0.009389988,105.571772,109.1716619
LOC_Os12g01010,0.465784236,0.014862093,105.571772,95.52520416
LOC_Os04g51140,-0.340594207,0.020831261,105.571772,103.2013366
LOC_Os05g50510,0.335312678,0.025834736,105.571772,112.5832763
LOC_Os01g12800,0.288838192,0.034294481,105.571772,113.4361799
LOC_Os09g28650,-0.260359592,0.070562147,105.571772,98.08391498
LOC_Os09g14960,-0.239586671,0.102962169,105.571772,102.348433
LOC_Os03g55010,-0.291196719,0.214393638,105.571772,92.96649333
LOC_Os03g17940,-0.128956984,0.364283899,105.571772,103.2013366
LOC_Os06g08310,-0.10124265,0.475107565,105.571772,102.348433
LOC_Os06g11150,0.083016502,0.580211458,105.571772,108.3187583
